area,status,bhk,bathroom,age,location,builder,price
894,Ready to move,2,2,,Thiruvanmiyur,AKS REALTY SERVICES,7900000
905,Under Construction,2,,0,Ayapakkam,Mohan,4977000
1065,Ready to move,2,2,,Porur,seller,10800000
870,Under Construction,2,2,0,Ambattur,seller,4219000
770,Under Construction,2,2,0,Ambattur,seller,3734000
905,Under Construction,2,,0,Ayapakkam,Mohan,4977000
1230,Under Construction,3,,0,Ayapakkam,Mohan,6765000
848,Under Construction,2,2,0,Ambattur,seller,4112000
780,Ready to move,2,2,,Kovilambakkam,Prabha Homes,5200000
4800,Ready to move,4,3,,Sholinganallur,Propsource Realty Private Limited,40000000
800,Ready to move,2,2,3,Thiruporur,Propsource Realty Private Limited,2600000
600,Ready to move,2,2,3,Thiruporur,Propsource Realty Private Limited,2000000
490,Ready to move,1,1,3,Thiruporur,Propsource Realty Private Limited,1671000
1247,Under Construction,2,2,0,Perungudi,Propsource Realty Private Limited,8727000
970,Ready to move,2,2,,Pallikaranai,Propsource Realty Private Limited,4500000
1069,Under Construction,2,2,,Mogappair,Propsource Realty Private Limited,7151000
1500,Ready to move,3,3,2,Anna Nagar,Propsource Realty Private Limited,19000000
1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited,5779000
1786,Ready to move,3,,1,Medavakkam,Propsource Realty Private Limited,8037000
1376,Ready to move,2,,1,Medavakkam,Propsource Realty Private Limited,5238000
914,Ready to move,2,2,,Kovur,Propsource Realty Private Limited,4600000
1400,Under Construction,3,3,0,Kovur,Propsource Realty Private Limited,7300000
1500,Ready to move,3,3,5,Poonamallee,Propsource Realty Private Limited,7200000
600,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited,3400000
1013,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited,5774000
1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited,5464000
1723,Under Construction,3,3,0,Perungudi,Propsource Realty Private Limited,12000000
1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited,12500000
1350,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited,9990000
1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited,8140000
2000,Under Construction,3,3,,Guindy,Propsource Realty Private Limited,26000000
620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited,3500000
1400,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited,7700000
1478,Ready to move,3,3,,Medavakkam,Propsource Realty Private Limited,6500000
1400,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited,7980000
1491,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited,7751000
748,Ready to move,2,2,,Medavakkam,Propsource Realty Private Limited,3400000
1250,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited,6500000
999,Ready to move,2,2,4,Moolacheri,Propsource Realty Private Limited,3900000
605,Under Construction,1,1,0,Guduvancheri,Propsource Realty Private Limited,1936000
1666,Ready to move,2,3,,T Nagar,Propsource Realty Private Limited,21000000
1700,Ready to move,3,3,5,Poonamallee,Propsource Realty Private Limited,8000000
1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited,12500000
1350,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited,9990000
1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited,8140000
1600,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited,11800000
2000,Under Construction,3,3,,Guindy,Propsource Realty Private Limited,26000000
620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited,3500000
1079,Under Construction,2,2,,Singaperumal Koil,Propsource Realty Private Limited,4586000
1552,Under Construction,2,,,Thaiyur,Propsource Realty Private Limited,5740000
1550,Ready to move,2,2,,Perungalathur,Propsource Realty Private Limited,6000000
1285,Ready to move,2,,6,Urapakkam,Propsource Realty Private Limited,5397000
2601,Under Construction,3,3,0,T Nagar,Propsource Realty Private Limited,44200000
1700,Under Construction,3,3,,Thaiyur,Propsource Realty Private Limited,6460000
1068,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited,6087000
990,Ready to move,1,2,6,Urapakkam,Propsource Realty Private Limited,4158000
1243,Ready to move,1,,,Pallikaranai,Propsource Realty Private Limited,7263000
885,Under Construction,1,,,Kolapakkam,Propsource Realty Private Limited,4000000
800,Under Construction,1,2,0,Padappai,Propsource Realty Private Limited,3600000
956,Ready to move,1,2,,Guduvancheri,Propsource Realty Private Limited,3400000
965,Under Construction,1,2,,Madipakkam,Propsource Realty Private Limited,5838000
1708,Under Construction,3,3,0,Sholinganallur,Propsource Realty Private Limited,10900000
1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited,5464000
1359,Under Construction,3,2,0,Vanagaram,Propsource Realty Private Limited,7065000
1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited,12500000
1655,Ready to move,3,3,4,Siruseri,Propsource Realty Private Limited,7447000
1247,Under Construction,2,2,0,Perungudi,Propsource Realty Private Limited,8286000
1554,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited,8545000
1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited,8140000
1600,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited,11800000
620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited,3500000
1079,Under Construction,2,2,,Singaperumal Koil,Propsource Realty Private Limited,4586000
1400,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited,7700000
1552,Under Construction,2,,,Thaiyur,Propsource Realty Private Limited,5740000
1550,Ready to move,2,2,,Perungalathur,Propsource Realty Private Limited,6000000
1285,Ready to move,2,,6,Urapakkam,Propsource Realty Private Limited,5397000
2601,Under Construction,3,3,0,T Nagar,Propsource Realty Private Limited,44200000
1700,Under Construction,3,3,,Thaiyur,Propsource Realty Private Limited,6460000
1068,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited,6087000
620,Ready to move,2,2,3,Veppampattu,JD Properties,2680000
620,Ready to move,2,2,3,Veppampattu,JD Properties,2570000
620,Ready to move,2,2,3,Veppampattu,JD Properties,2599000
620,Ready to move,2,2,3,Veppampattu,JD Properties,2600000
600,Ready to move,1,2,3,Veppampattu,JD Properties,2275000
600,Ready to move,2,2,3,Veppampattu,JD Properties,2285000
600,Ready to move,1,1,3,Veppampattu,JD Properties,1784000
1300,Ready to move,2,2,3,Veppampattu,JD Properties,3700000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1250,Under Construction,2,2,,Kolapakkam Vandalur,seller,5500000
610,Ready to move,2,2,,Veppampatttu,seller,2249000
820,Ready to move,2,2,,Madhavaram,seller,3950000
1071,Ready to move,2,2,5,Porur,seller,8500000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1765,Under Construction,3,3,,Gopalapuram,seller,30800000
4500,Ready to move,8,6,,Royapettah,seller,49000000
1080,Ready to move,2,3,,Kolathur,seller,6850000
675,Ready to move,2,2,3,Elandanur,seller,3400000
610,Ready to move,2,2,,Veppampatttu,seller,2249000
800,Ready to move,2,2,3,Veppampattu,seller,2800000
3485,Ready to move,5,5,4,Kotivakkam,seller,26000000
1000,Under Construction,2,2,,Medavakkam,seller,5000000
1000,Ready to move,2,2,,Manali,seller,4950000
720,Ready to move,2,2,3,Veppampattu,seller,2700000
1250,Ready to move,2,2,,West Mambalam,seller,12100000
1000,Under Construction,2,2,,Madambakkam,seller,4500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
1463,Ready to move,3,4,,Porur,seller,16000000
582,Ready to move,2,2,2,Ambattur,seller,2500000
2400,Ready to move,3,3,6,Jamalia,seller,31000000
800,Ready to move,2,2,3,Veppampattu,seller,2800000
5100,Under Construction,5,5,,Kottivakkam,seller,54000000
1200,Ready to move,2,2,,Guduvancheri,seller,4900000
2622,Ready to move,3,2,,Perungalathur,seller,19500000
950,Ready to move,2,2,1,Gokulapuram,seller,3000000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
1350,Ready to move,3,3,,West Mambalam,seller,10600000
859,Ready to move,2,2,,Velachery,seller,5583000
420,Ready to move,1,2,3,Elandanur,seller,2200000
1450,Under Construction,2,2,,Avadi,seller,4850000
820,Ready to move,2,2,,Madhavaram,seller,3950000
1071,Ready to move,2,2,5,Porur,seller,8500000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
4500,Ready to move,8,6,,Royapettah,seller,49000000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1080,Ready to move,2,3,,Kolathur,seller,6850000
1590,Ready to move,3,3,4,Anna Nagar,seller,23000000
1080,Ready to move,2,3,,Kolathur,seller,6850000
675,Ready to move,2,2,3,Elandanur,seller,3400000
675,Ready to move,2,2,3,Elandanur,seller,3400000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1200,Ready to move,2,2,,Medavakkam,seller,5500000
1250,Ready to move,2,3,3,Iyyapa Nagar,seller,4475000
900,Ready to move,3,2,,Ayanavaram,seller,5900000
919,Ready to move,2,2,,Sholinganallur,seller,4900000
619,Ready to move,2,1,4,Pozhichalur,seller,2500000
818,Under Construction,2,2,,West Tambaram,seller,4250000
818,Under Construction,2,2,,West Tambaram,seller,4250000
818,Under Construction,2,2,,West Tambaram,seller,4850000
922,Ready to move,2,2,5,Old Pallavaram,seller,5750000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
5100,Under Construction,5,5,,Kottivakkam,seller,54000000
859,Ready to move,2,2,,Velachery,seller,5583000
2350,Ready to move,4,4,5,Iyyappanthangal,seller,12500000
2350,Ready to move,4,4,5,Iyyappanthangal,seller,12500000
2350,Ready to move,4,4,5,Iyyappanthangal,seller,11000000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
619,Ready to move,2,1,4,Pozhichalur,seller,2500000
2350,Ready to move,4,4,5,Iyyappanthangal,seller,12500000
2350,Ready to move,4,4,5,Iyyappanthangal,seller,12500000
2350,Ready to move,4,4,5,Iyyappanthangal,seller,11000000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
868,Ready to move,2,2,,Pammal,seller,4218000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
942,Ready to move,2,2,5,Iyyappanthangal,seller,5300000
586,Ready to move,1,1,,Sembakkam,seller,2750000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
586,Ready to move,1,1,,Sembakkam,seller,2800000
2400,Ready to move,3,3,6,Jamalia,seller,31000000
953,Under Construction,2,2,,Pattabiram,seller,3500000
4000,Ready to move,4,4,,Kilpauk,seller,46000000
4000,Ready to move,4,3,,Adyar,seller,52000000
655,Ready to move,1,2,,Madambakkam,seller,2620000
700,Ready to move,2,2,4,Pattabiram,seller,3500000
1405,Ready to move,3,2,,Adyar,seller,11000000
650,Ready to move,2,2,4,Pattabiram,seller,2500000
650,Ready to move,2,2,4,Pattabiram,seller,2500000
650,Ready to move,2,2,4,Pattabiram,seller,2500000
1386,Ready to move,3,3,,Avadi,seller,6000000
5100,Under Construction,5,5,,Kottivakkam,seller,54000000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
750,Ready to move,2,1,,Medavakkam,seller,3500000
809,Ready to move,2,2,,Sembakkam,seller,3600000
905,Ready to move,2,2,4,Purasawalkam,seller,3000000
809,Ready to move,2,2,,Sembakkam,seller,3950000
809,Ready to move,2,2,,Sembakkam,seller,3950000
809,Ready to move,2,2,,Sembakkam,seller,3950000
809,Ready to move,2,2,,Sembakkam,seller,3950000
809,Ready to move,2,2,,Sembakkam,seller,3950000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
855,Ready to move,2,2,,Pammal,seller,4280000
1030,Ready to move,3,2,,Perungalathur,seller,6200000
1030,Ready to move,3,2,,Perungalathur,seller,5800000
1015,Under Construction,2,2,,Adambakam,seller,8700000
1200,Ready to move,2,2,,tambaram west,seller,8500000
1100,Under Construction,3,3,,Kolathur,seller,7100000
1344,Ready to move,2,2,,Aminjikarai,seller,16500000
1344,Ready to move,2,2,,Aminjikarai,seller,16500000
1200,Ready to move,2,2,,Guduvancheri,seller,4900000
1350,Ready to move,3,3,,West Mambalam,seller,10600000
580,Ready to move,2,2,4,Perungalathur,seller,3300000
1024,Ready to move,3,2,,Thirumullaivoyal,seller,4500000
845,Ready to move,2,2,,Kundrathur,seller,3750000
1505,Ready to move,3,3,5,Sriperumbudur,seller,4700000
2315,Under Construction,3,3,,Alwarpet,seller,41600000
1100,Under Construction,3,3,,Kolathur,seller,7200000
1175,Ready to move,2,2,3,Veppampattu,Karthick,3499000
600,Ready to move,1,2,3,Veppampattu,Karthick,2199000
600,Ready to move,1,2,3,Veppampattu,Karthick,2200000
800,Ready to move,2,2,3,Veppampattu,Karthick,2900000
1000,Ready to move,2,2,3,Veppampattu,Karthick,3200000
885,Under Construction,2,2,,Perumbakkam,HomeFirst,3975000
1535,Under Construction,3,3,,Perumbakkam,HomeFirst,6580000
1250,Ready to move,1,2,,Kelambakkam,Elite nisha,4100000
1020,Ready to move,2,3,,Semmancheri,Elite nisha,3300000
1270,Ready to move,2,1,,Kelambakkam,Elite nisha,4800000
1110,Ready to move,2,2,,Navallur,Elite nisha,4900000
1060,Ready to move,2,2,,Semmancheri,Elite nisha,4700000
1350,Ready to move,2,2,,Kelambakkam,Elite nisha,4300000
3850,Ready to move,5,5,5,Ponniammanmedu,JA Associates,19500000
1000,Ready to move,2,1,3,Kodungaiyur West,JA Associates,14500000
2400,Ready to move,4,4,,Kolathur,JA Associates,12000000
1206,Under Construction,3,,0,Pammal,Murali,7356000
1291,Under Construction,3,,0,Pammal,Murali,7875000
1229,Under Construction,3,,0,Pammal,Murali,7496000
1020,Under Construction,3,,0,Sembakkam,Individual Agent,5610000
1100,Under Construction,3,,0,Sembakkam,Individual Agent,6050000
900,Under Construction,2,,0,Poonamallee,THAMINA HOMES,5800000
850,Under Construction,2,,0,Poonamallee,THAMINA HOMES,5500000
750,Under Construction,2,,0,Poonamallee,THAMINA HOMES,4800000
2452,Ready to move,3,3,,Nungambakkam,HomeFirst,44000000
500,Ready to move,1,1,,Nanmangalam,MC Foundation,2300000
1194,Ready to move,3,3,,Medavakkam,MC Foundation,6208000
931,Ready to move,2,2,,Medavakkam,MC Foundation,4841000
961,Ready to move,2,2,,Nanmangalam,MC Foundation,4708000
788,Ready to move,2,2,,Perumbakkam,MC Foundation,3940000
788,Ready to move,2,2,,Nanmangalam,MC Foundation,3861000
980,Ready to move,2,2,,Nanmangalam,MC Foundation,4508000
834,Ready to move,2,2,,Nanmangalam,MC Foundation,3836000
795,Ready to move,2,2,,Nanmangalam,MC Foundation,3657000
1117,Ready to move,3,3,,Sembakkam,MC Foundation,6478000
1300,Ready to move,3,3,,Medavakkam,MC Foundation,7800000
983,Ready to move,2,2,,Medavakkam,MC Foundation,5406000
861,Ready to move,2,2,,Medavakkam,MC Foundation,4735000
971,Ready to move,2,2,,Medavakkam,MC Foundation,5826000
1400,Ready to move,3,3,,Sembakkam,MC Foundation,8120000
1261,Ready to move,3,3,,Medavakkam,MC Foundation,6935000
1000,Ready to move,2,2,,Nanmangalam,MC Foundation,4900000
888,Ready to move,2,2,,Nanmangalam,MC Foundation,4351000
1261,Ready to move,3,3,,Medavakkam,MC Foundation,6935000
1019,Ready to move,2,2,,Medavakkam,MC Foundation,5604000
971,Ready to move,2,2,,Medavakkam,MC Foundation,5826000
1400,Ready to move,3,3,,Sembakkam,MC Foundation,8120000
1300,Ready to move,3,3,,Medavakkam,MC Foundation,7800000
983,Ready to move,2,2,,Medavakkam,MC Foundation,5406000
861,Ready to move,2,2,,Medavakkam,MC Foundation,4735000
600,Ready to move,1,1,,Medavakkam,MC Foundation,3120000
1291,Ready to move,3,3,,Sembakkam,MC Foundation,7487000
1148,Ready to move,3,3,,Medavakkam,MC Foundation,6888000
896,Ready to move,2,2,,Medavakkam,MC Foundation,5376000
1094,Ready to move,3,3,,Medavakkam,MC Foundation,5688000
999,Ready to move,2,2,,Medavakkam,MC Foundation,5194000
900,Ready to move,2,2,,Sembakkam,MC Foundation,5220000
1322,Ready to move,3,3,,Medavakkam,MC Foundation,7271000
1117,Ready to move,3,3,,Sembakkam,MC Foundation,6478000
839,Ready to move,2,2,,Nanmangalam,MC Foundation,4111000
840,Ready to move,2,2,,Medavakkam,MC Foundation,4368000
932,Ready to move,2,2,,Kovilambakkam,MC Foundation,5405000
1187,Ready to move,3,3,,Sithalapakkam,MC Foundation,5341000
1091,Ready to move,3,3,,Perumbakkam,MC Foundation,5455000
977,Ready to move,2,2,,Perumbakkam,MC Foundation,4885000
896,Ready to move,2,2,,Kovilambakkam,MC Foundation,5196000
1139,Ready to move,3,3,,Nanmangalam,MC Foundation,5339000
1400,Ready to move,3,3,,Perumbakkam,MC Foundation,7060000
863,Ready to move,2,2,,Perumbakkam,MC Foundation,4315000
1200,Ready to move,3,3,,Nanmangalam,MC Foundation,5880000
1000,Ready to move,2,2,,Nanmangalam,MC Foundation,4900000
888,Ready to move,2,2,,Nanmangalam,MC Foundation,4351000
1022,Ready to move,3,3,,Sithalapakkam,MC Foundation,4599000
924,Ready to move,2,2,,Sithalapakkam,MC Foundation,4158000
759,Ready to move,2,2,6,Nesapakkam,Balasubramani,5845000
650,Ready to move,1,1,3,Pallikaranai,Propsource Realty Private Limited,2900000
1050,Ready to move,2,2,,Thaiyur,Propsource Realty Private Limited,3988000
950,Ready to move,2,2,,T Nagar,AKS REALTY SERVICES,8900000
965,Under Construction,2,,0,Porur,ARB HOMES,6947000
923,Under Construction,2,2,0,Porur,ARB HOMES,6644000
1287,Under Construction,3,,0,Porur,ARB HOMES,9265000
1085,Under Construction,3,3,0,Porur,ARB HOMES,7810000
1027,Under Construction,2,,0,Porur,ARB HOMES,7393000
971,Under Construction,2,,0,Porur,ARB HOMES,6990000
966,Under Construction,2,,0,Porur,ARB HOMES,6954000
1712,Ready to move,3,3,,Medavakkam,South Zone Realty Consulting Pvt Ltd,8500000
6700,Ready to move,4,4,,Kovalam,HomeFirst,43000000
3700,Ready to move,3,3,,Kovalam,HomeFirst,24000000
1850,Ready to move,3,3,4,CIT Nagar,AKS REALTY SERVICES,20500000
1283,Ready to move,3,3,,Selaiyur,MC Foundation,5132000
1126,Ready to move,3,3,,Selaiyur,MC Foundation,4504000
1126,Ready to move,3,3,,Selaiyur,MC Foundation,4504000
743,Ready to move,2,2,,Selaiyur,MC Foundation,2972000
1122,Ready to move,3,3,,Selaiyur,MC Foundation,5385000
906,Ready to move,2,2,,Selaiyur,MC Foundation,4348000
839,Ready to move,2,2,,Selaiyur,MC Foundation,4027000
1172,Ready to move,2,2,,tambaram west,MC Foundation,7969000
1655,Ready to move,3,3,1,Agaramthen,MC Foundation,7500000
2100,Ready to move,3,3,,Selaiyur,MC Foundation,10000000
1600,Ready to move,3,3,1,Agaramthen,MC Foundation,7000000
2100,Ready to move,3,3,,Vengambakkam,MC Foundation,10000000
2000,Ready to move,3,3,,Selaiyur,MC Foundation,9500000
1900,Ready to move,3,3,,Selaiyur,MC Foundation,9000000
2000,Ready to move,3,3,,Vengambakkam,MC Foundation,9500000
1800,Ready to move,3,3,,Selaiyur,MC Foundation,8500000
1900,Ready to move,3,3,,Vengambakkam,MC Foundation,9000000
1800,Ready to move,3,3,,Vengambakkam,MC Foundation,8500000
1700,Ready to move,3,3,,Selaiyur,MC Foundation,8000000
1700,Ready to move,3,3,,Vengambakkam,MC Foundation,8000000
1655,Ready to move,3,3,,Selaiyur,MC Foundation,7500000
1655,Ready to move,3,3,,Vengambakkam,MC Foundation,7500000
1667,Ready to move,3,3,,Selaiyur,MC Foundation,9000000
1600,Ready to move,3,3,,Selaiyur,MC Foundation,7000000
1600,Ready to move,3,3,,Vengambakkam,MC Foundation,7000000
2000,Ready to move,3,3,,Sembakkam,MC Foundation,12000000
2100,Ready to move,3,3,1,Agaramthen,MC Foundation,10000000
1821,Ready to move,3,3,,Sembakkam,MC Foundation,10000000
2100,Ready to move,3,3,,Selaiyur,MC Foundation,10000000
2000,Ready to move,3,3,1,Agaramthen,MC Foundation,9500000
1783,Ready to move,3,3,,Sembakkam,MC Foundation,9500000
2000,Ready to move,3,3,,Selaiyur,MC Foundation,9500000
1583,Ready to move,3,3,,Selaiyur,MC Foundation,8500000
1900,Ready to move,3,3,1,Agaramthen,MC Foundation,9000000
1624,Ready to move,3,3,,Sembakkam,MC Foundation,9000000
1900,Ready to move,3,3,,Selaiyur,MC Foundation,9000000
1800,Ready to move,3,3,1,Agaramthen,MC Foundation,8500000
1800,Ready to move,3,3,,Rajakilpakkam,MC Foundation,12500000
1874,Ready to move,3,3,,Selaiyur,MC Foundation,10000000
1800,Ready to move,3,3,,Selaiyur,MC Foundation,8500000
1700,Ready to move,3,3,,Selaiyur,MC Foundation,8000000
1700,Ready to move,3,3,1,Agaramthen,MC Foundation,8000000
1700,Ready to move,3,3,,Rajakilpakkam,MC Foundation,9500000
1655,Ready to move,3,3,,Selaiyur,MC Foundation,7500000
1793,Ready to move,3,3,,Selaiyur,MC Foundation,9400000
2000,Ready to move,3,3,,Selaiyur,MC Foundation,10000000
1674,Ready to move,3,3,,Selaiyur,MC Foundation,9000000
1800,Ready to move,3,3,,Selaiyur,MC Foundation,9500000
1740,Ready to move,3,3,,Selaiyur,MC Foundation,9000000
1600,Ready to move,3,3,,Selaiyur,MC Foundation,8400000
1664,Ready to move,3,3,,Selaiyur,MC Foundation,8500000
2000,Ready to move,3,3,,tambaram west,MC Foundation,10000000
1800,Ready to move,3,3,,tambaram west,MC Foundation,9500000
2000,Ready to move,3,3,,Selaiyur,MC Foundation,11000000
1839,Ready to move,3,3,,Selaiyur,MC Foundation,10000000
1700,Ready to move,3,3,,tambaram west,MC Foundation,9000000
1741,Ready to move,3,3,,Selaiyur,MC Foundation,9500000
1621,Ready to move,3,3,,tambaram west,MC Foundation,8500000
1385,Ready to move,3,3,,Chromepet,MC Foundation,13000000
1300,Ready to move,3,3,,Madambakkam,MC Foundation,7400000
1200,Ready to move,2,2,,Madambakkam,MC Foundation,6900000
1961,Ready to move,3,3,,Rajakilpakkam,MC Foundation,13000000
1600,Ready to move,3,3,,Selaiyur,MC Foundation,7000000
2200,Under Construction,4,4,,Sembakkam,MC Foundation,14000000
1900,Ready to move,3,3,,Perumbakkam,MC Foundation,9500000
1800,Ready to move,3,3,,Perumbakkam,MC Foundation,8500000
1321,Ready to move,3,3,,Chromepet,MC Foundation,12000000
1800,Ready to move,4,4,,Madambakkam,MC Foundation,9000000
1400,Ready to move,3,3,,Chitlapakkam,MC Foundation,12000000
1683,Ready to move,3,3,,Madambakkam,MC Foundation,8500000
1561,Ready to move,3,3,,Madambakkam,MC Foundation,8000000
1483,Ready to move,3,3,,Madambakkam,MC Foundation,7700000
1943,Ready to move,3,3,,Chromepet,MC Foundation,11000000
1300,Ready to move,3,3,,Chitlapakkam,MC Foundation,11000000
1783,Ready to move,3,3,,Chromepet,MC Foundation,9500000
1225,Ready to move,3,3,,Chromepet,MC Foundation,6002000
1094,Ready to move,3,3,,Chromepet,MC Foundation,5360000
910,Ready to move,2,2,,Chromepet,MC Foundation,4459000
